iteration,time_per_iteration,total_elapsed_time,average_regret,max_regret,unique_scenarios_visited,scenario_coverage_0_10,scenario_coverage_11_25,scenario_coverage_26_50,scenario_coverage_51_100,scenario_coverage_100_plus,total_possible_scenarios,scenario_coverage_percentage,hand_category_offsuit_broadway_visits,hand_category_premium_aces_visits,hand_category_suited_gappers_visits,hand_category_medium_pairs_visits,hand_category_suited_connectors_visits,hand_category_medium_aces_visits,hand_category_suited_broadway_visits,hand_category_weak_aces_visits,hand_category_premium_pairs_visits,hand_category_small_pairs_visits,hand_category_trash_visits
1190,2.2411556243896484,270.53209352493286,0.5884566436259284,17.405050505050504,164,132,32,0,0,0,220,74.55,108,108,108,108,109,108,108,108,108,109,108.0
1200,2.229973316192627,272.7620668411255,0.5966701148455511,17.405050505050504,164,132,32,0,0,0,220,74.55,109,109,109,109,109,110,109,109,109,109,109.0
1210,2.2472925186157227,275.0093593597412,0.5980814741355506,17.405050505050504,164,131,33,0,0,0,220,74.55,110,110,110,110,110,110,110,110,110,110,110.0
1220,2.374960422515869,277.3843197822571,0.6050546211165899,17.405050505050504,164,129,35,0,0,0,220,74.55,111,111,111,111,111,110,111,111,111,111,111.0
1230,2.4059524536132812,279.79027223587036,0.607640292544852,17.405050505050504,164,128,36,0,0,0,220,74.55,112,112,112,112,112,111,112,112,111,112,112.0
1240,2.3185224533081055,282.10879468917847,0.6090615132997645,17.405050505050504,164,127,37,0,0,0,220,74.55,113,113,112,113,113,113,113,112,112,113,113.0
1250,2.2368128299713135,284.3456075191498,0.6141870759198242,17.405050505050504,164,126,38,0,0,0,220,74.55,114,114,114,113,114,114,114,113,114,113,113.0
1260,2.254398822784424,286.6000063419342,0.6173114858043691,17.405050505050504,164,126,38,0,0,0,220,74.55,114,115,115,114,115,114,114,115,115,114,115.0
1270,2.281306505203247,288.88131284713745,0.6166227598609378,17.405050505050504,164,125,39,0,0,0,220,74.55,116,115,116,115,115,116,116,116,115,115,115.0
1280,2.2420527935028076,291.12336564064026,0.6240895350403886,17.405050505050504,164,124,40,0,0,0,220,74.55,116,116,117,117,116,116,117,116,116,116,117.0
1290,2.2547192573547363,293.378084897995,0.625833218561433,17.405050505050504,164,124,40,0,0,0,220,74.55,117,117,118,117,117,117,118,117,117,118,117.0
1300,2.2622439861297607,295.64032888412476,0.6240150395777948,17.405050505050504,164,124,40,0,0,0,220,74.55,118,118,118,118,118,118,119,119,118,118,118.0
1310,2.2351186275482178,297.875447511673,0.6250591410713231,17.405050505050504,164,121,43,0,0,0,220,74.55,119,119,120,119,119,119,119,119,119,119,119.0
1320,2.2653391361236572,300.14078664779663,0.6263030118181289,17.405050505050504,164,118,46,0,0,0,220,74.55,120,120,120,120,120,120,120,120,120,120,120.0
1330,2.3818671703338623,302.5226538181305,0.629882024094802,17.405050505050504,164,118,46,0,0,0,220,74.55,121,121,121,121,121,121,121,121,121,120,121.0
1340,2.3805291652679443,304.90318298339844,0.6346487617256085,17.405050505050504,164,118,46,0,0,0,220,74.55,122,122,122,122,121,122,122,122,122,121,122.0
1350,2.3343751430511475,307.2375581264496,0.6361291395478217,17.405050505050504,164,118,46,0,0,0,220,74.55,123,122,123,123,123,123,123,123,122,123,122.0
1360,2.23298716545105,309.47054529190063,0.6369272432596359,17.405050505050504,164,117,47,0,0,0,220,74.55,124,123,123,123,123,124,124,124,124,124,124.0
1370,2.265578269958496,311.73612356185913,0.6436651371265779,17.405050505050504,164,116,48,0,0,0,220,74.55,125,124,124,125,124,125,125,124,125,124,125.0
1380,2.229663133621216,313.96578669548035,0.6462038125923686,17.405050505050504,164,116,48,0,0,0,220,74.55,125,125,126,125,126,126,125,125,125,126,126.0
1390,2.249202013015747,316.2149887084961,0.6500412936774893,17.405050505050504,164,115,49,0,0,0,220,74.55,126,126,127,126,126,127,127,126,127,126,126.0
1400,2.295745372772217,318.5107340812683,0.6436963422128977,17.405050505050504,165,116,49,0,0,0,220,75.0,127,127,127,128,128,127,127,127,127,127,128.0
1410,2.3510262966156006,320.8617603778839,0.6476970101029441,17.405050505050504,165,116,49,0,0,0,220,75.0,129,129,128,128,128,128,128,128,128,128,128.0
1420,2.3478963375091553,323.20965671539307,0.653197135988042,17.405050505050504,165,116,49,0,0,0,220,75.0,129,129,129,129,129,130,129,129,129,129,129.0
1430,2.2573063373565674,325.46696305274963,0.6552140941133473,17.405050505050504,165,114,51,0,0,0,220,75.0,130,130,130,130,130,130,130,130,130,130,130.0
1440,2.2756965160369873,327.7426595687866,0.662485910565317,17.405050505050504,165,113,52,0,0,0,220,75.0,131,131,131,131,131,131,130,131,131,131,131.0
1450,2.2607343196868896,330.0033938884735,0.6744375409125385,17.405050505050504,165,111,54,0,0,0,220,75.0,132,132,132,132,132,132,132,132,131,132,131.0
1460,2.240556478500366,332.2439503669739,0.6794199743998263,17.405050505050504,165,109,56,0,0,0,220,75.0,132,133,133,132,133,133,132,133,133,133,133.0
1470,2.2786548137664795,334.52260518074036,0.6809529184320334,17.755050505050505,165,109,56,0,0,0,220,75.0,134,133,134,133,134,133,134,134,134,134,133.0
1480,2.268632650375366,336.7912378311157,0.6798632596351749,17.755050505050505,165,109,56,0,0,0,220,75.0,135,134,134,135,134,135,134,134,135,135,135.0
1490,2.2519755363464355,339.04321336746216,0.6868136926552596,17.755050505050505,165,108,57,0,0,0,220,75.0,136,136,135,136,136,135,135,135,135,136,135.0
1500,2.301191568374634,341.3444049358368,0.7010162897118856,20.02171717171717,165,107,58,0,0,0,220,75.0,137,137,136,136,136,136,137,136,137,136,136.0
1510,2.2534453868865967,343.5978503227234,0.7063278886504134,20.02171717171717,165,106,59,0,0,0,220,75.0,137,137,137,137,138,138,137,137,137,137,138.0
1520,2.2945475578308105,345.8923978805542,0.710367165969127,20.02171717171717,165,104,61,0,0,0,220,75.0,138,138,138,138,138,139,138,138,139,138,138.0
1530,2.3581714630126953,348.2505693435669,0.7127336256742169,20.330050505050504,165,104,61,0,0,0,220,75.0,139,139,139,139,139,139,139,139,140,139,139.0
1540,2.3360908031463623,350.58666014671326,0.7181607772168668,20.330050505050504,165,104,61,0,0,0,220,75.0,140,140,140,140,140,140,140,140,140,140,140.0
1550,2.329571485519409,352.91623163223267,0.7262650692277449,20.330050505050504,165,104,61,0,0,0,220,75.0,141,141,141,141,141,141,141,141,141,141,140.0
1560,2.293062210083008,355.2092938423157,0.7251864820286787,20.330050505050504,165,103,62,0,0,0,220,75.0,142,142,142,142,142,141,142,141,142,142,142.0
1570,2.2918052673339844,357.50109910964966,0.7295155360727795,20.330050505050504,165,100,65,0,0,0,220,75.0,143,143,143,143,142,142,143,143,142,143,143.0
1580,2.326237440109253,359.8273365497589,0.7379627503955308,20.330050505050504,165,100,65,0,0,0,220,75.0,143,144,144,143,144,144,144,144,144,143,143.0
1590,2.331772804260254,362.15910935401917,0.7422934277876255,20.330050505050504,165,100,65,0,0,0,220,75.0,144,145,145,144,145,144,144,145,145,145,144.0
1600,2.2604103088378906,364.41951966285706,0.7481231397507059,20.330050505050504,165,100,65,0,0,0,220,75.0,145,146,145,146,145,146,145,146,145,145,146.0
1610,2.422936201095581,366.84245586395264,0.7484717157529478,20.330050505050504,165,100,65,0,0,0,220,75.0,146,147,147,146,147,146,146,147,146,146,146.0
1620,2.37752628326416,369.2199821472168,0.758087366934079,20.330050505050504,165,99,66,0,0,0,220,75.0,147,147,148,147,148,147,147,147,147,148,147.0
1630,2.2812392711639404,371.50122141838074,0.7643205111813123,20.330050505050504,165,98,67,0,0,0,220,75.0,148,149,149,148,148,148,148,148,148,148,148.0
1640,2.3702774047851562,373.8714988231659,0.7691091222385801,20.330050505050504,165,98,67,0,0,0,220,75.0,149,149,149,150,149,149,149,149,149,149,149.0
1650,2.3867897987365723,376.25828862190247,0.7738411265793952,20.330050505050504,165,98,67,0,0,0,220,75.0,150,150,150,150,150,150,150,150,150,150,150.0
1660,2.2951643466949463,378.5534529685974,0.7754740117318929,20.330050505050504,165,97,68,0,0,0,220,75.0,151,151,150,151,151,151,151,151,151,151,151.0
1670,2.246363878250122,380.79981684684753,0.7772227096210867,20.330050505050504,165,96,69,0,0,0,220,75.0,152,152,152,152,152,151,152,151,152,152,152.0
1680,2.277019500732422,383.07683634757996,0.7805503214091842,20.330050505050504,165,96,69,0,0,0,220,75.0,152,153,153,153,153,153,153,153,152,153,152.0
1690,2.259269952774048,385.336106300354,0.790464174200805,20.330050505050504,165,95,70,0,0,0,220,75.0,154,154,154,154,154,153,154,153,153,154,153.0
1700,2.2770073413848877,387.6131136417389,0.7888352463412784,20.330050505050504,165,95,70,0,0,0,220,75.0,155,154,154,155,154,155,155,155,154,154,155.0
1710,2.302990198135376,389.91610383987427,0.8013338831777054,20.330050505050504,165,95,70,0,0,0,220,75.0,156,155,156,156,155,156,155,155,156,155,155.0
1720,2.2961456775665283,392.2122495174408,0.8052947295009988,20.330050505050504,165,95,70,0,0,0,220,75.0,156,156,156,156,157,156,156,156,157,157,157.0
1730,2.288517475128174,394.50076699256897,0.805378668865802,20.330050505050504,165,95,70,0,0,0,220,75.0,157,158,157,157,157,157,158,157,158,157,157.0
1740,2.286194324493408,396.7869613170624,0.8094558448402004,20.330050505050504,165,95,70,0,0,0,220,75.0,158,158,158,158,159,158,159,158,158,158,158.0
1750,2.354703187942505,399.1416645050049,0.8050756795509443,20.330050505050504,165,94,71,0,0,0,220,75.0,159,159,159,159,159,160,159,159,159,159,159.0
1760,2.337392568588257,401.47905707359314,0.8065857972598354,20.330050505050504,165,94,71,0,0,0,220,75.0,160,160,160,160,160,160,160,160,160,160,160.0
1770,2.303605079650879,403.782662153244,0.8081961425690175,20.330050505050504,165,93,72,0,0,0,220,75.0,161,161,161,161,161,161,161,161,161,160,161.0
1780,2.2741386890411377,406.05680084228516,0.8073189920142269,20.330050505050504,165,93,72,0,0,0,220,75.0,161,162,162,161,162,162,162,162,162,162,162.0
1790,2.2949585914611816,408.35175943374634,0.8080066146682526,20.330050505050504,165,92,73,0,0,0,220,75.0,163,163,163,163,162,163,163,162,162,163,163.0
1800,2.2807655334472656,410.6325249671936,0.8189528491786403,20.330050505050504,165,92,73,0,0,0,220,75.0,163,164,164,164,163,164,164,164,163,164,163.0
1810,2.278406858444214,412.9109318256378,0.8269414054782327,20.330050505050504,165,91,74,0,0,0,220,75.0,164,165,164,164,165,165,165,164,164,165,165.0
1820,2.2927067279815674,415.2036385536194,0.829354423903275,20.330050505050504,165,90,75,0,0,0,220,75.0,165,165,165,166,166,166,165,166,165,166,165.0
1830,2.2781739234924316,417.4818124771118,0.8406339398418818,20.330050505050504,165,89,76,0,0,0,220,75.0,167,166,166,167,166,166,166,167,166,167,166.0
1840,2.292337417602539,419.77414989471436,0.8522030089658341,20.330050505050504,165,89,76,0,0,0,220,75.0,167,168,168,167,167,167,167,167,168,167,167.0
1850,2.3621773719787598,422.1363272666931,0.8535475063780845,20.330050505050504,165,88,77,0,0,0,220,75.0,168,169,168,169,168,168,168,168,168,168,168.0
1860,2.357891082763672,424.4942183494568,0.8543285884769977,20.330050505050504,165,87,78,0,0,0,220,75.0,169,169,170,169,169,169,169,169,169,169,169.0
1870,2.321237564086914,426.8154559135437,0.8569173977393605,20.330050505050504,165,86,78,1,0,0,220,75.0,170,170,170,170,170,170,170,170,170,170,170.0
1880,2.4195053577423096,429.234961271286,0.8638115581082414,20.330050505050504,165,85,79,1,0,0,220,75.0,171,171,171,171,171,170,171,171,171,171,171.0
1890,2.3764333724975586,431.61139464378357,0.865403846877344,20.330050505050504,165,84,80,1,0,0,220,75.0,172,172,171,172,171,172,172,172,172,172,172.0
1900,2.301809310913086,433.91320395469666,0.8723505800609755,20.330050505050504,165,84,80,1,0,0,220,75.0,172,173,173,173,172,173,173,173,173,172,173.0
1910,2.283561944961548,436.1967658996582,0.8832852526658586,20.330050505050504,165,84,80,1,0,0,220,75.0,173,174,174,174,173,174,174,173,173,174,174.0
1920,2.27781343460083,438.47457933425903,0.884049247919978,20.330050505050504,165,84,79,2,0,0,220,75.0,175,174,174,175,175,174,174,175,174,175,175.0
1930,2.24117112159729,440.7157504558563,0.8859419138827325,20.330050505050504,165,84,79,2,0,0,220,75.0,175,176,176,175,175,176,175,176,176,175,175.0
1940,2.291717052459717,443.00746750831604,0.8853709146340475,20.330050505050504,165,84,79,2,0,0,220,75.0,176,177,176,177,176,177,176,176,177,176,176.0
1950,2.270124912261963,445.277592420578,0.8849022637464276,20.330050505050504,165,83,80,2,0,0,220,75.0,178,177,178,177,177,177,177,177,177,178,177.0
1960,2.2566137313842773,447.5342061519623,0.8877112377624954,20.330050505050504,165,82,81,2,0,0,220,75.0,179,178,178,178,179,178,178,178,178,178,178.0
1970,2.263298511505127,449.7975046634674,0.8886498817217716,20.330050505050504,165,82,81,2,0,0,220,75.0,180,179,179,179,179,179,179,179,179,179,179.0
1980,2.245608329772949,452.04311299324036,0.8895693066494611,21.555050505050506,165,82,81,2,0,0,220,75.0,180,180,180,180,180,180,180,180,180,180,180.0
1990,2.249321460723877,454.29243445396423,0.8963094129691744,21.555050505050506,165,80,83,2,0,0,220,75.0,181,181,181,181,180,181,181,181,181,181,181.0
2000,2.2483842372894287,456.54081869125366,0.903981162183825,21.555050505050506,165,80,83,2,0,0,220,75.0,182,182,182,181,182,182,181,182,182,182,182.0
2010,2.252066135406494,458.79288482666016,0.9081545149543563,21.555050505050506,165,80,83,2,0,0,220,75.0,183,182,183,183,182,183,183,183,183,183,182.0
2020,2.286311388015747,461.0791962146759,0.9111265262270686,21.555050505050506,165,80,83,2,0,0,220,75.0,184,183,184,184,184,184,184,183,184,183,183.0
2030,2.2699081897735596,463.34910440444946,0.9104951823842623,21.555050505050506,165,79,84,2,0,0,220,75.0,184,184,185,184,184,185,185,184,185,185,185.0
2040,2.3640828132629395,465.7131872177124,0.9155118661271847,21.555050505050506,165,78,85,2,0,0,220,75.0,186,185,185,185,185,186,186,186,186,185,185.0
2050,2.435673713684082,468.1488609313965,0.9213042842402607,21.555050505050506,165,77,86,2,0,0,220,75.0,186,187,186,186,187,186,187,186,186,187,186.0
2060,2.3184571266174316,470.4673180580139,0.927804496415836,21.555050505050506,165,77,86,2,0,0,220,75.0,187,187,187,188,187,187,187,188,187,187,188.0
2070,2.3352699279785156,472.80258798599243,0.9320070389099145,21.555050505050506,165,72,90,3,0,0,220,75.0,188,188,188,188,189,188,188,188,188,188,189.0
2080,2.2564749717712402,475.0590629577637,0.9395543091328046,21.555050505050506,165,72,90,3,0,0,220,75.0,189,189,189,189,189,189,189,189,189,190,189.0
2090,2.359259843826294,477.41832280158997,0.9440645721304657,21.555050505050506,165,72,90,3,0,0,220,75.0,190,190,190,190,190,190,190,190,190,190,190.0
2100,2.4081969261169434,479.8265197277069,0.9465471791577607,21.555050505050506,165,71,91,3,0,0,220,75.0,191,191,191,190,191,191,191,191,191,191,191.0
2110,2.3613650798797607,482.18788480758667,0.9493038596338271,21.555050505050506,165,70,92,3,0,0,220,75.0,192,191,192,192,192,192,192,192,191,192,192.0
2120,2.305821657180786,484.49370646476746,0.9574504750504961,21.555050505050506,165,68,94,3,0,0,220,75.0,192,193,193,193,192,192,193,193,193,193,193.0
2130,2.3161661624908447,486.8098726272583,0.9608460531522826,21.555050505050506,165,68,94,3,0,0,220,75.0,193,194,194,193,194,194,193,194,194,194,193.0
2140,2.2852516174316406,489.09512424468994,0.9688395729852206,21.555050505050506,165,68,93,4,0,0,220,75.0,195,195,194,194,194,195,195,194,195,194,195.0
2150,2.3844683170318604,491.4795925617218,0.9767458007757461,21.555050505050506,165,66,95,4,0,0,220,75.0,195,196,195,196,195,196,196,195,195,196,195.0
2160,2.378328800201416,493.8579213619232,0.9817646853710241,21.555050505050506,165,65,95,5,0,0,220,75.0,196,197,196,197,196,196,196,197,196,196,197.0
2170,2.3708975315093994,496.2288188934326,0.9886077441234168,21.555050505050506,165,61,99,5,0,0,220,75.0,197,197,197,198,198,197,197,197,197,198,197.0
2180,2.3228871822357178,498.55170607566833,0.9929170525782728,22.655050505050507,165,61,99,5,0,0,220,75.0,198,198,199,198,198,198,198,198,198,198,199.0
2190,2.2794268131256104,500.83113288879395,1.0000181325326083,22.655050505050507,165,61,99,5,0,0,220,75.0,199,199,199,199,200,199,199,199,199,199,199.0
2200,2.272740125656128,503.1038730144501,1.0076913518382966,22.655050505050507,165,61,98,6,0,0,220,75.0,200,200,200,200,200,200,200,200,200,200,200.0
2210,2.2754666805267334,505.3793396949768,1.0094697093634073,22.655050505050507,165,59,100,6,0,0,220,75.0,201,201,200,201,201,201,201,201,201,201,201.0
2220,2.3114585876464844,507.6907982826233,1.0118501974208745,22.655050505050507,165,59,100,6,0,0,220,75.0,202,202,202,202,202,201,202,201,202,202,202.0
2230,2.439861536026001,510.1306598186493,1.0170425226942825,22.655050505050507,165,59,100,6,0,0,220,75.0,203,203,203,202,202,202,203,203,203,203,203.0
2240,2.3573482036590576,512.4880080223083,1.0155699815675712,22.655050505050507,165,59,100,6,0,0,220,75.0,204,204,203,203,204,203,204,204,204,203,204.0
2250,2.289572238922119,514.7775802612305,1.0178785518183544,22.655050505050507,165,59,100,6,0,0,220,75.0,205,205,205,205,204,204,204,204,205,204,205.0
2260,2.288184881210327,517.0657651424408,1.0164576426229524,22.655050505050507,165,59,98,8,0,0,220,75.0,205,205,205,206,205,205,206,206,206,205,206.0
2270,2.391674757003784,519.4574398994446,1.023585945732213,22.655050505050507,165,59,98,8,0,0,220,75.0,206,207,206,207,206,207,206,206,206,206,207.0
2280,2.252880573272705,521.7103204727173,1.0298457951436986,22.655050505050507,165,59,98,8,0,0,220,75.0,207,207,207,208,207,207,207,208,208,207,207.0
2290,2.257826805114746,523.968147277832,1.0338510736117867,22.655050505050507,165,59,98,8,0,0,220,75.0,208,208,208,208,209,208,209,208,208,208,208.0
2300,2.253563642501831,526.2217109203339,1.0401003053845008,22.655050505050507,165,59,98,8,0,0,220,75.0,209,209,209,209,210,209,209,209,209,209,209.0
2310,2.2577357292175293,528.4794466495514,1.0431554786318236,22.655050505050507,165,59,98,8,0,0,220,75.0,210,210,210,210,210,210,210,210,210,210,210.0
2310,0.2404031753540039,528.7198498249054,1.0436454432126971,22.655050505050507,165,59,98,8,0,0,220,75.0,210,210,210,210,210,210,210,211,210,210,210.0
